source_id	docid	citedTitle	citedWork	citedAuthor	hot	year
WOS:000293121000004	323074597	NONE	"Tarnishing silver bullets: Bt technology adoption, bounded rationality and the outbreak of secondary pest infestations in China"	"Wang, SH"	no	2006
WOS:000293121000004	422603446	NONE	6 BIO TECH INF	BENBROOK CM	no	2003
WOS:000293121000004	383437707	NONE	SHAR WAT RES	*UNESCO	no	2001
WOS:000293121000004	422603531	NONE	FOOD BAL SHEETS	DUNCAN RC	no	2004
WOS:000293121000004	27877383	PERENNIAL GRAINS - AN ECOLOGY OF NEW CROPS	INTERDISCIPLINARY SCIENCE REVIEWS	"PIMENTEL, D"	yes	1986
WOS:000293121000004	18083767	Minilivestock: sustainable use of biodiversity for human food	Ecology of Food and Nutrition	"Paoletti, M. G."	no	1997
WOS:000293121000004	65376469	Environmental and economic costs of the application of pesticides primarily inthe United States	Environment Development and Sustainability	"Pimentel, David"	yes	2005
WOS:000293121000004	422603876	NONE	CONSERVATION ECOLOGY	PIMENTEL D	no	2000
WOS:000293121000004	30702686	The case of the monarch butterfly: a verdict is returned	TRENDS IN GENETICS	"Gatehouse, AMR"	yes	2002
WOS:000293121000004	422603942	A little less green studies challenge the benign image of pyrethroid insecticides	Science News	"Raloff, J"	no	2006
WOS:000293121000004	422603374	NONE	US ENV PROT AG 2000	*US EPA	no	2001
WOS:000293121000004	422603193	NONE	LEARN CTR	*BIOT	no	2006
WOS:000293121000004	422603568	NONE	J SUSTAIN AGR	FROUZ J	no	2004
WOS:000293121000004	320202493	Pesticides in streams of the United States-initial results from the National Water-Quality Assessment Program	U.S. Geological Survey Water-Resources Investigations Report 98-4222	"Larson, S. J."	no	1999
WOS:000293121000004	323577202	NONE	"The Pesticide Question: Environment, Economics and Ethics"	"Pimentel, D"	no	1993
WOS:000293121000004	30316156	PESTICIDES AND NATURAL TOXICANTS IN FOODS	AGRICULTURE ECOSYSTEMS & ENVIRONMENT	"CULLINEY, TW"	yes	1992
WOS:000293121000004	89180472	Breaking the Rain Barrier and the Tropical Spread of Near Eastern Agriculture into Southern Arabia	BEHAVIORAL ECOLOGY AND THE TRANSITION TO AGRICULTURE	"McCorriston, Joy"	yes	2006
WOS:000293121000004	391875382	NONE	LIVING OUR ENV MEANS	PREISER RF	no	2005
WOS:000293121000004	422603709	NONE	TROPICAL FORESTS CHA	PAOLETTI MG	no	2005
WOS:000293121000004	88412871	"Palm worm (Coleoptera, Curculionidae: Rhynchophorus palmarum): a traditional food: examples from Alto Orinoco, Venezuela."	NONE	"Cerda, H."	yes	2005
WOS:000293121000004	323325507	NONE	CURR PEST SPECTR GLO	*PAN UK	no	2003
WOS:000293121000004	35221146	Studying agricultural intensification and sustainability in PR China	CRITICAL REVIEWS IN PLANT SCIENCES	"Paoletti, MG"	yes	1999
WOS:000293121000004	422603255	NONE	GM CROPS INCR PEST U	*I SCI SOC	no	2005
WOS:000293121000004	422603303	NONE	BEN COSTS CONT USE P	*NAS	no	2000
WOS:000293121000004	422603909	NONE	NY TIMES        0908	POLLACK A	no	2006
WOS:000293121000004	422603621	NONE	USE HERBICIDE TOLERA	KNEZEVIC SZ	no	2006
WOS:000293121000004	422603744	NONE	CROP DEV COOL WET RE	PIMENTEL D	no	2000
WOS:000293121000004	4074852	BENEFITS AND RISKS OF GENETIC-ENGINEERING IN AGRICULTURE	BIOSCIENCE	"PIMENTEL, D"	yes	1989
WOS:000293121000004	422603992	NONE	APPL SOIL ECOL	ROSSI L	no	2006
WOS:000293121000004	49308343	NONE	ENCY PEST MANAGEMENT	RICHTER ED	no	2002
WOS:000293121000004	63369570	NONE	BIOL CONTROL BENEFIT	PIMENTEL D	no	1995
WOS:000293121000004	36854882	Effects of transgenic Bt corn litter on the earthworm Lumbricus terrestris	MOLECULAR ECOLOGY	"Zwahlen, C"	yes	2003
WOS:000293121000004	319978106	NONE	Agricultural statistics	NONE	no	2003
WOS:000293121000004	422603593	NONE	FOSTERING DEMOCRATIC	JEFFERSON R	no	2004
WOS:000293121000004	422603355	NONE	2006 POP DAT SHEET	*PRB	no	2006
WOS:000293121000004	147722412	"Conservation of biological diversity in agricultural, forestry, and marine systems"	FOCUS ON ECOLOGY RESEARCH	"Pimentel, David"	yes	2006
WOS:000293121000004	422603557	NONE	GENETIC MODIFICATION	EMBAR W	no	2006
WOS:000293121000004	422603493	NONE	INDEPENDENT     0727	CONNOR S	no	2006
WOS:000293121000004	422603281	NONE	GM CROPS INCR PEST U	*I SCI SOC	no	2003
WOS:000293121000004	261499462	Energy efficiency and conservation for individual Americans	Environment Development and Sustainability	"Pimentel, D."	yes	2009
WOS:000293121000004	292220336	NONE	"Food, Energy and Society"	"Pimentel, D."	no	1996
WOS:000293121000004	8993424	"HERBICIDE (2,4-D) INCREASES INSECT AND PATHOGEN PESTS ON CORN"	SCIENCE	"OKA, IN"	yes	1976
WOS:000293121000004	29433987	Ultrastructural morphometrical and immunocytochemical analyses of hepatocyte nuclei from mice fed on genetically modified soybean	CELL STRUCTURE AND FUNCTION	"Malatesta, M"	yes	2002
WOS:000293121000004	18808288	SALINIZATION - NEW PERSPECTIVES ON A MAJOR DESERTIFICATION ISSUE	JOURNAL OF ARID ENVIRONMENTS	"THOMAS, DSG"	yes	1993
WOS:000293121000004	422603341	NONE	GEN MOD CROPS US	*PEW	no	2004
WOS:000293121000004	422603956	NONE	US FARMERS LOOK SOLD	REUTERS CS	no	2002
WOS:000293121000004	6520098	Will limits of the earth's resources control human numbers?	Environ. Sustainability	"PIMENTEL, D."	no	1999
WOS:000293121000004	422603222	NONE	MAIZ	*BIOT ISS	no	2005
WOS:000293121000004	422603409	NONE	VITAL SIGNS	*WORLDW I	no	2001
WOS:000293121000004	422603677	NONE	STORY RICE	MALCOLM L	no	2006
WOS:000293121000004	8682432	Using bioindicators based on biodiversity to assess landscape sustainability	AGRICULTURE ECOSYSTEMS & ENVIRONMENT	"Paoletti, MG"	yes	1999
WOS:000293121000004	422603308	NONE	GEN ENG PLANTS AGR R	*NAS	no	1984
WOS:000293121000004	422603423	NONE	ECOLOGICAL IMPACTS A	ALTIERI MA	no	2001
WOS:000293121000004	64198563	"Ethanol production using corn, switchgrass, and wood; Biodiesel production using soybean and sunflower"	Nat. Resour. Res.	"Pimentel, D."	no	2005
WOS:000293121000004	88413017	House cricket small-scale farming.	NONE	"Collavo, Alberto"	yes	2005
WOS:000293121000004	322634743	NONE	Ecological implications of minili-vestock	NONE	no	2005
WOS:000293121000004	73954510	The impact of humans on continental erosion and sedimentation	GEOLOGICAL SOCIETY OF AMERICA BULLETIN	"Wilkinson, Bruce H."	yes	2007
WOS:000293121000004	49307021	Water resources: Agricultural and environmental issues	BIOSCIENCE	"Pimentel, D"	yes	2004
WOS:000293121000004	422603973	NONE	PRESENTAION     0610	RHODES FHT	no	2005
WOS:000293121000004	53243589	Ultrastructural analysis of testes from mice fed on genetically modified soybean	EUROPEAN JOURNAL OF HISTOCHEMISTRY	"Vecchio, L"	yes	2004
WOS:000293121000004	80740085	Soil erosion: A food and environmental threat	Environment Development and Sustainability	"Pimentel, David"	yes	2006
WOS:000293121000004	257706174	Overview of the role of edible insects in preserving biodiversity.	NONE	"Defoliart, Gene R."	yes	2005
WOS:000293121000004	8158490	Insect population responses to environmental stress and pollutants	Environmental Reviews	"Pimentel, David"	yes	1994
WOS:000293121000004	422603819	NONE	WORLD WATCH     0922	PIMENTEL D	no	2004
WOS:000293121000004	422604018	NONE	ANIMAL SCI	TUDISCO L	no	2006
WOS:000293121000004	422603244	NONE	PLANT BIOTECHNOLOGY	*COUN BIOT INF	no	2006
WOS:000293121000004	4074797	Genetic engineering in agriculture and the environment	BIOSCIENCE	"Paoletti, MG"	yes	1996
WOS:000293121000004	6493381	Bt corn pollen impacts on nontarget Lepidoptera: Assessment of effects in nature	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	"Pimentel, DS"	yes	2000
WOS:000293121000004	287724687	NONE	Techniques for Reducing Pesticide Use: Economic and Environmental Benefits	"Pimentel, D."	no	1997
WOS:000328803100028	180793	A Bt transgene reduces herbivory and enhances fecundity in wild sunflowers	ECOLOGICAL APPLICATIONS	"Snow, AA"	yes	2003
WOS:000328803100028	262146784	On the road to diploidization? Homoeolog loss in independently formed populations of the allopolyploid Tragopogon miscellus (Asteraceae)	BMC PLANT BIOLOGY	"Tate, Jennifer A."	yes	2009
WOS:000328803100028	292860427	NONE	The SAS system for Windows	NONE	no	2008
WOS:000328803100028	84430737	Selection on domestication traits and quantitative trait loci in crop-wild sunflower hybrids	MOLECULAR ECOLOGY	"Baack, Eric J."	yes	2008
WOS:000328803100028	1948311	DNA extraction from a previously recalcitrant plant genus	Plant Mol Biol Rep	"Webb, DM"	no	1990
WOS:000328803100028	288104990	NONE	Principles of cultivar development. Vol. 1. Theory and technique	"Fehr, W.R."	no	1991
WOS:000328803100028	427988055	"Extensive chromosomal variation in a recently formed natural allopolyploid species, Tragopogon miscellus (Asteraceae)"	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	"Chester, Michael"	yes	2012
WOS:000328803100028	319996542	NONE	"The Origin of Species by Means of Natural Selection, or the Preservation of Favoured Races in the Struggle for Life"	"Darwin, C."	no	1876
WOS:000328803100028	681608	ACQUISITION AND ALLOCATION OF RESOURCES - THEIR INFLUENCE ON VARIATION IN LIFE-HISTORY TACTICS	AMERICAN NATURALIST	"VAN NOORDWIJK, AJ"	yes	1986
WOS:000328803100028	3170901	MUTATIONAL PROCESSES OF SIMPLE-SEQUENCE REPEAT LOCI IN HUMAN-POPULATIONS	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	"DIRIENZO, A"	yes	1994
WOS:000328803100028	48427395	"A single chromosome addition from Thinopyrum elongatum confers a polycarpic, perennial habit to annual wheat"	JOURNAL OF EXPERIMENTAL BOTANY	"Lammer, D"	yes	2004
WOS:000328803100028	442593	The value of the world's ecosystem services and natural capital	NATURE	"Costanza, R"	yes	1997
WOS:000328803100028	75143535	The gene balance hypothesis: From classical genetics to modern genomics	PLANT CELL	"Birchler, James A."	yes	2007
WOS:000328803100028	291533611	NONE	Biology and Chemistry of Jerusalem Artichoke (Helianthus tuberosus L.)	"Kays, S.J."	no	2008
WOS:000328803100028	543144	A MEASURE OF POPULATION SUBDIVISION BASED ON MICROSATELLITE ALLELE FREQUENCIES	GENETICS	"SLATKIN, M"	yes	1995
WOS:000328803100028	409701106	Nucleotide diversity maps reveal variation in diversity among wheat genomes and chromosomes	BMC GENOMICS	"Akhunov, Eduard D."	yes	2010
WOS:000328803100028	337996860	NONE	Reaping the benefits: science and the sus-tainable intensification of global agriculture	"Baulcombe, D"	no	2009
WOS:000328803100028	287982268	NONE	An introduction to the bootstrap. Monographs on statistics and applied probability	"Tibshirani, R."	no	1993
WOS:000328803100028	59748399	Fertility in an interspecific rice population and its effect on selection for rhizome length	FIELD CROPS RESEARCH	"Sacks, EJ"	yes	2006
WOS:000328803100028	123792595	"RESISTANCE OF NATIVE SUNFLOWERS (ASTERALES, ASTERACEAE) TO THE BANDED SUNFLOWER MOTH (LEPIDOPTERA, COCHYLIDAE)"	ENVIRONMENTAL ENTOMOLOGY	"CHARLET, LD"	yes	1995
WOS:000328803100028	321831824	Progress in breeding perennial grains	CROP & PASTURE SCIENCE	"Cox, T. S."	yes	2010
WOS:000328803100028	55856945	PowerMarker: an integrated analysis environment for genetic marker analysis	BIOINFORMATICS	"Liu, KJ"	yes	2005
WOS:000328803100028	422950900	"MEGA5: Molecular Evolutionary Genetics Analysis Using Maximum Likelihood, Evolutionary Distance, and Maximum Parsimony Methods"	MOLECULAR BIOLOGY AND EVOLUTION	"Tamura, Koichiro"	yes	2011
WOS:000328803100028	5088188	CHROMOSOMAL DIFFERENTIATION AMONG THE ANNUAL HELIANTHUS SPECIES	SYSTEMATIC BOTANY	"CHANDLER, JM"	yes	1986
WOS:000328803100028	439065678	Using interspecific hybrids with H. annuus L	NONE	"Hulke, B.S."	no	2008
WOS:000328803100028	19002917	"Dosage-dependent gene regulation in multicellular eukaryotes: Implications for dosage compensation, aneuploid syndromes, and quantitative traits"	DEVELOPMENTAL BIOLOGY	"Birchler, JA"	yes	2001
WOS:000328803100028	409760011	Contributions of Flowering Time Genes to Sunflower Domestication and Improvement	GENETICS	"Blackman, Benjamin K."	yes	2011
WOS:000328803100028	10382082	Genetic diversity in tetraploid populations of the endangered daisy Rutidosis leptorrhynchoides and implications for its conservation	HEREDITY	"Brown, AHD"	yes	2000
WOS:000328803100028	18468751	THE EFFECT OF INFLORESCENCE BUD REMOVAL ON TUBER PRODUCTION IN HELIANTHUS-TUBEROSUS L (ASTERACEAE)	ECOLOGY	"WESTLEY, LC"	yes	1993
WOS:000328803100028	25828551	Recessive branching in sunflowers [Helianthus annuus]	CROP SCI	"PUTT, ERIC D."	yes	1964
WOS:000328803100028	441200533	NONE	R: A language and environment for statistical computing	NONE	no	2012
WOS:000328803100028	318480381	Increased Food and Ecosystem Security via Perennial Grains	SCIENCE	"Glover, J. D."	yes	2010
WOS:000328803100028	64293107	Modeling population genetic data in autotetraploid species	GENETICS	"Luo, ZW"	yes	2006
WOS:000328803100028	293513180	Explants Used for the Generation of Transgenic Plants	"TRANSGENIC CROP PLANTS, VOL 1"	"Piqueras, A."	yes	2010
WOS:000328803100028	7464134	The theory and estimation of genetic distance.	"Genetic structure of populations. Proceedings of a conference sponsored by the University of Hawaii, 1973."	"Nei, M."	yes	1973
WOS:000328803100028	433625258	Maize HapMap2 identifies extant variation from a genome in flux	NATURE GENETICS	"Chia, Jer-Ming"	yes	2012
WOS:000328803100028	343517006	"The cultivation of perennial rice, an early phase in Southeast Asian agriculture?"	JOURNAL OF HISTORICAL GEOGRAPHY	"Hill, R. D."	yes	2010
WOS:000328803100028	463892984	Hybrids between the Jerusalem Artichoke (<IT>Helianthus tuberosus</IT>L.) and the Sunflower (<IT>Helianthus annuus</IT>L.)	<IT>CR Acad Sci URSS</IT>	"Scibria, N."	no	1938
WOS:000328803100028	8892134	"LIFE-HISTORY TRADE-OFFS IN AMPHIBROMUS-SCABRIVALVIS (POACEAE) - ALLOCATION TO CLONAL GROWTH, STORAGE, AND CLEISTOGAMOUS REPRODUCTION"	AMERICAN JOURNAL OF BOTANY	"CHEPLICK, GP"	yes	1995
WOS:000328803100028	409418587	Genome-size Variation in Switchgrass (Panicum virgatum): Flow Cytometry and Cytology Reveal Rampant Aneuploidy	PLANT GENOME	"Costich, Denise E."	yes	2010
WOS:000328803100028	90796654	"Segregation models for disomic, tetrasomic and intermediate inheritance in tetraploids: A general procedure applied to Rorippa (Yellow cress) microsatellite data"	GENETICS	"Stift, Marc"	yes	2008
WOS:000328803100028	20404221	Autosyndesis and structural hybridity in F1 hybrid Helianthus tuberosus L. X Helianthus annuus L. and their sequences	GENETICA	"KOSTOFF, DONTCHO"	yes	1939
WOS:000328803100028	437063609	NONE	Germplasm resources information network	NONE	no	2012
WOS:000328803100028	4406369	Variation in sexual and asexual reproduction among young and old populations of the perennial macrophyte Sparganium erectum	OIKOS	"Piquot, Y"	yes	1998
WOS:000328803100028	85659133	GENEPOP ' 007: a complete re-implementation of the GENEPOP software for Windows and Linux	MOLECULAR ECOLOGY RESOURCES	"Rousset, Francois"	yes	2008
WOS:000328803100028	358178	Agricultural sustainability and intensive production practices	NATURE	"Tilman, D"	yes	2002
WOS:000328803100028	50227558	Quantitative trait loci controlling phenotypes related to the perennial versus annual habit in wild relatives of maize	THEORETICAL AND APPLIED GENETICS	"Westerbergh, A"	yes	2004
WOS:000328803100028	463892938	NONE	A Contribution to the Meiosis of Helianthus tuberosus L	"Kostoff, D."	no	1934
WOS:000328803100028	798262	Registration of two maintainer (HA 434 and HA 435) and three restorer (RHA 436 to RHA 438) high oleic oilseed sunflower germplasms	CROP SCIENCE	"Miller, JF"	yes	2004
WOS:000328803100028	377151	Hybrid origins of plant species	ANNUAL REVIEW OF ECOLOGY AND SYSTEMATICS	"Rieseberg, LH"	yes	1997
WOS:000328803100028	78173366	CLUMPP: a cluster matching and permutation program for dealing with label switching and multimodality in analysis of population structure	BIOINFORMATICS	"Jakobsson, Mattias"	yes	2007
WOS:000328803100028	10681111	INHERITANCE OF RESISTANCE TO RACE-3 DOWNY MILDEW IN SUNFLOWER	CROP SCIENCE	"MILLER, JF"	yes	1987
WOS:000328803100028	8586025	"A VERSATILE STAIN FOR POLLEN FUNGI, YEAST AND BACTERIA"	STAIN TECHNOLOGY	"ALEXANDER, MP"	yes	1980
WOS:000328803100028	435563759	STRUCTURE HARVESTER: a website and program for visualizing STRUCTURE output and implementing the Evanno method	Cons Gen Res	"Earl, DA"	no	2011
WOS:000328803100028	26856112	Breeding perennial grain crops	CRITICAL REVIEWS IN PLANT SCIENCES	"Cox, TS"	yes	2002
WOS:000328803100028	93282788	"SSRs and INDELs mined from the sunflower EST database: abundance, polymorphisms, and cross-taxa utility"	THEORETICAL AND APPLIED GENETICS	"Heesacker, Adam"	yes	2008
WOS:000328803100028	25828192	Genetic analysis of sunflower domestication	GENETICS	"Burke, JM"	yes	2002
WOS:000328803100028	78290767	Quantitative trait locus analysis of the early domestication of sunflower	GENETICS	"Wills, David M."	yes	2007
WOS:000328803100028	83299774	Sunflower (Helianthus annuus L.)	"AGROBACTERIUM PROTOCOLS, SECOND EDITION, VOL 1"	"Lewi, Dalia M."	yes	2006
WOS:000328803100028	288761543	NONE	"Flow cytometry with plant cells: analysis of genes, chromosomes and genomes"	"Dolezel, J"	no	2007
WOS:000328803100028	260747699	A Genomic Scan for Selection Reveals Candidates for Genes Involved in the Evolution of Cultivated Sunflower (Helianthus annuus)	PLANT CELL	"Chapman, Mark A."	yes	2008
WOS:000328803100028	25828410	"INHERITANCE OF BRANCHING IN SUNFLOWERS, HELIANTHUS-ANNUUS L"	CROP SCIENCE	"HOCKETT, EA"	yes	1970
WOS:000328803100028	31952787	Genetic variability as identified by AP-PCR and reaction to mid-stem infection of Sclerotinia sclerotiorum among interspecific sunflower (Helianthus annuus L.) hybrid progenies	CROP SCIENCE	"Kohler, H"	yes	1999
WOS:000328803100028	227341	Inference of population structure using multilocus genotype data	GENETICS	"Pritchard, JK"	yes	2000
WOS:000328803100028	35729189	"Developing perennial upland rice I: Field performance of Oryza sativa/O. rufipogon F-1, F-4, and BC1F4 progeny"	CROP SCIENCE	"Sacks, EJ"	yes	2003
WOS:000328803100028	286507240	Nutritional and quality characteristics expressed in 31 perennial wheat breeding lines	RENEWABLE AGRICULTURE AND FOOD SYSTEMS	"Murphy, Kevin M."	yes	2009
WOS:000328803100028	59748500	Breeding for perennial growth and fertility in an Oryza sativa O longistaminata population	FIELD CROPS RESEARCH	"Sacks, EJ"	yes	2006
WOS:000328803100028	262172597	TANDEM: integrating automated allele binning into genetics and genomics workflows	BIOINFORMATICS	"Matschiner, Michael"	yes	2009
WOS:000328803100028	84613767	A preliminary whole-farm economic analysis of perennial wheat in an Australian dryland farming system	AGRICULTURAL SYSTEMS	"Bell, Lindsay W."	yes	2008
WOS:000328803100028	35729757	Developing perennial upland rice II: Field performance of S-1 families from an intermated Oryza sativa/O. longistaminata population	CROP SCIENCE	"Sacks, EJ"	yes	2003
WOS:000328803100028	798907	Convergent evolution of perenniality in rice and sorghum	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	"Hu, FY"	yes	2003
WOS:000328803100028	3208458	GENETIC-ANALYSIS OF THE MORPHOLOGICAL DIFFERENCES BETWEEN MAIZE AND TEOSINTE	GENETICS	"DOEBLEY, J"	yes	1991
WOS:000328803100028	56413301	Detecting the number of clusters of individuals using the software STRUCTURE: a simulation study	MOLECULAR ECOLOGY	"Evanno, G"	yes	2005
WOS:000328803100028	412621661	NONE	Plant DNA C-values database	"Bennett, MD"	no	2010
WOS:000328803100028	442485789	"Sunflower genetic, genomic and ecological resources"	MOLECULAR ECOLOGY RESOURCES	"Kane, Nolan C."	yes	2013
WOS:000328803100028	1455561	MEIOSIS AND POLLEN VIABILITY IN HELIANTHUS-TUBEROSUS L AND ITS HYBRIDS WITH CULTIVATED SUNFLOWER	PLANT BREEDING	"ATLAGIC, J"	yes	1993
WOS:000328803100028	70692477	Ploidy manipulation and introgression of resistance to Alternaria helianthi from wild hexaploid Helianthus species to cultivated sunflower (H-Annuus L.) aided by anther culture	EUPHYTICA	"Sujatha, M."	yes	2006
WOS:000328803100028	261793423	PEP1 regulates perennial flowering in Arabis alpina	NATURE	"Wang, Renhou"	yes	2009
WOS:000328803100028	56379832	Perennial grain crops: A synthesis of ecology and plant breeding	RENEWABLE AGRICULTURE AND FOOD SYSTEMS	"DeHaan, LR"	yes	2005
WOS:000328803100028	73368389	"Clonal performance of perennial Oryza sativalO. rufipogon selections and their combining ability with O-sativa cultivars for survival, stolon production and yield"	FIELD CROPS RESEARCH	"Sacks, E. J."	yes	2007
WOS:000281311700004	55146820	INTERMEDIATE WHEATGRASS AS A PERENNIAL GRAIN CROP	ADVANCES IN NEW CROPS	"WAGONER, P"	yes	1990
WOS:000281311700004	34524479	"Exploring the spectrum of existent, nonexistent and impossible biological form"	Trends in Ecology and Evolution	"McGhee, George R."	yes	2001
WOS:000281311700004	261610027	"SURVIVAL COSTS OF REPRODUCTION IN A SHORT-LIVED PERENNIAL PLANT: LIVE HARD, DIE YOUNG"	AMERICAN JOURNAL OF BOTANY	"Aragon, Cristina F."	yes	2009
WOS:000281311700004	4406022	Clonal diversity and allozyme variation in populations of the arctic sedge Carex bigelowii (Cyperaceae)	JOURNAL OF ECOLOGY	"Jonsson, BO"	yes	1996
WOS:000281311700004	56866664	Reproductive allocation of biomass and nitrogen in annual and perennial Lesquerella crops	ANNALS OF BOTANY	"Ploschuk, EL"	yes	2005
WOS:000281311700004	15939509	"Unequal evolutionary rates between annual and perennial lineages of checker mallows (Sidalcea, Malvaceae): Evidence from 18S-26S rDNA internal and external transcribed spacers"	MOLECULAR BIOLOGY AND EVOLUTION	"Andreasen, K"	yes	2001
WOS:000281311700004	287446595	NONE	Population Biology of Plants	"Harper, J.L."	no	1977
WOS:000281311700004	26547969	Variations in ageing and meristematic activity in relation to flower-bud and fruit excision in the Beta species complex	NEW PHYTOLOGIST	"Hautekeete, NC"	yes	2002
WOS:000281311700004	26856827	NONE	J ETHNOBIOL	GRIFFIN LC	no	1981
WOS:000281311700004	16952802	Wild-grass seed harvesting in the Sahara and sub-Sahara of Africa.	Foraging and farming: the evolution of plant exploitation.	"Harlan, J. R."	yes	1989
WOS:000281311700004	1402128	ALLOCATING RESOURCES TO REPRODUCTION AND DEFENSE	BIOSCIENCE	"BAZZAZ, FA"	yes	1987
WOS:000281311700004	41538185	"Plant clonality, mutation, diplontic selection and mutational meltdown"	BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY	"Klekowski, EJ"	yes	2003
WOS:000281311700004	26857249	RECURRENT MASS SELECTION FOR IMPROVED SEED YIELDS IN INTERMEDIATE WHEATGRASS	CROP SCIENCE	"KNOWLES, RP"	yes	1977
WOS:000281311700004	86767736	Identifying genetic components controlling fertility in the outcrossing grass species perennial ryegrass (Lolium perenne) by quantitative trait loci analysis and comparative genetics	NEW PHYTOLOGIST	"Armstead, I. P."	yes	2008
WOS:000281311700004	336792958	Perennial Grains Food Security for the Future	ISSUES IN SCIENCE AND TECHNOLOGY	"Glover, Jerry D."	yes	2010
WOS:000281311700004	153587936	Studies on effect of planting density on the growth and yield of sweet potato (Ipomoea batatas Lam.)	Memoirs of the Faculty of Agriculture Kagoshima University	"Sulaiman, Hamid"	yes	2001
WOS:000281311700004	84033796	Functional versus morphological diversity in macroevolution	ANNUAL REVIEW OF ECOLOGY EVOLUTION AND SYSTEMATICS	"Wainwright, Peter C."	yes	2007
WOS:000281311700004	3181048	"Plant-food economy during the Epipalaeolithic period at Tell Abu Hureyra, Syria: dietary diversity, seasonality, and modes of exploitation."	Foraging and farming: the evolution of plant exploitation.	"Hillman, G. C."	yes	1989
WOS:000281311700004	336792841	NONE	PLANT BREEDING FARME	COX TS	no	2009
WOS:000281311700004	228786	BEGINNINGS OF FRUIT GROWING IN OLD WORLD	SCIENCE	"ZOHARY, D"	yes	1975
WOS:000281311700004	46015536	Crop domestication as a long-term selection experiment.	Plant Breeding Reviews	"Gepts, P."	yes	2004
WOS:000281311700004	83762000	The evolutionary maintenance of sexual reproduction: Evidence from the ecological distribution of asexual reproduction in clonal plants	INTERNATIONAL JOURNAL OF PLANT SCIENCES	"Silvertown, Jonathan"	yes	2008
WOS:000281311700004	65771868	Modelling potential growth and yield of olive (Olea europaea L.) canopies	EUROPEAN JOURNAL OF AGRONOMY	"Villaobos, FJ"	yes	2006
WOS:000281311700004	17561109	PERENNIAL GRAIN DEVELOPMENT - PAST EFFORTS AND POTENTIAL FOR THE FUTURE	CRITICAL REVIEWS IN PLANT SCIENCES	"WAGONER, P"	yes	1990
WOS:000281311700004	72958890	The role of wild grasses in subsistence and sedentism: new evidence from the northern Fertile Crescent	WORLD ARCHAEOLOGY	"Savard, Manon"	yes	2006
WOS:000281311700004	25417616	New evidence of Lateglacial cereal cultivation at Abu Hureyra on the Euphrates	HOLOCENE	"Hillman, G"	yes	2001
WOS:000281311700004	16307051	Genetic load and its causes in long-lived plants	TREES-STRUCTURE AND FUNCTION	"Klekowski, Edward J., Jr."	yes	1988
WOS:000281311700004	294267311	Harvested perennial grasslands provide ecological benchmarks for agricultural sustainability	AGRICULTURE ECOSYSTEMS & ENVIRONMENT	"Glover, Jerry D."	yes	2010
WOS:000281311700004	21750382	Tragedy of the commons as a result of root competition	JOURNAL OF ECOLOGY	"Gersani, M"	yes	2001
WOS:000281311700004	480400	EVIDENCE FOR EXISTENCE OF THREE PRIMARY STRATEGIES IN PLANTS AND ITS RELEVANCE TO ECOLOGICAL AND EVOLUTIONARY THEORY	AMERICAN NATURALIST	"GRIME, JP"	yes	1977
WOS:000281311700004	9182295	"EMBRYONIC GENETIC LOAD IN THE HIGHBUSH BLUEBERRY, VACCINIUM-CORYMBOSUM (ERICACEAE)"	AMERICAN JOURNAL OF BOTANY	"KREBS, SL"	yes	1991
WOS:000281311700004	629983	Perspective: Purging the genetic load: A review of the experimental evidence	EVOLUTION	"Crnokrak, P"	yes	2002
WOS:000281311700004	53360936	Adaptability of plants invading north American cropland	AGRICULTURE ECOSYSTEMS & ENVIRONMENT	"Clements, DR"	yes	2004
WOS:000281311700004	336792752	NONE	HORT 3 CONC DICT PLA	*STAFF LIB HYD BAI	no	1976
WOS:000281311700004	65946148	How ancient agriculturalists managed yield fluctuations through crop selection and reliance on wild plants: An example from central India	ECONOMIC BOTANY	"Smith, ML"	yes	2006
WOS:000281311700004	7415840	SIZE HIERARCHIES OF SHOOTS AND CLONES IN CLONAL HERB MONOCULTURES - DO CLONAL AND NONCLONAL PLANTS COMPETE DIFFERENTLY	OIKOS	"DEKROON, H"	yes	1992
WOS:000281311700004	61102447	Oil palm - Achievements and potential	PLANT PRODUCTION SCIENCE	"Wahid, MB"	yes	2005
WOS:000281311700004	66413693	Autonomous cultivation before domestication	SCIENCE	"Weiss, E"	yes	2006
WOS:000281311700004	256081789	Ageing effects in an iteroparous plant species with a variable life span	ANNALS OF BOTANY	"Van Dijk, Henk"	yes	2009
WOS:000281311700004	289107452	NONE	The evolutionary biology of plants	"Niklas, KJ"	no	1997
WOS:000281311700004	18961420	"LIFETIME BIOMASS PARTITIONING AND YIELD COMPONENT RELATIONSHIPS IN THE HIGHBUSH BLUEBERRY, VACCINIUM-CORYMBOSUM L (ERICACEAE)"	AMERICAN JOURNAL OF BOTANY	"PRITTS, MP"	yes	1985
